Read_Name,Read_Sequence,Sample_ID,Pool_ID,Site,City,Date,Mapping_Type,Non-Circulating_Best_Strain,Non-Circulating_Percent_Identity,Circulating_Best_Strain,Circulating_Percent_Identity,C/N_Ratio
SYN_392_2871_3020_320_+_10871_1_.__0390 ,,,,,,,both,NL4-3,95.33333333,ON816670,100,1.048951049
SYN_243_752_901_383_-_8752_1_._Vector_pLVX.T_0742 ,,,,,,,both,Bru,98.64864865,OQ092466,97.2972973,0.98630137
SYN_115_1706_1855_414_+_9706_1_._0611 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_327_4263_4412_347_-_12263_1_.__0325 ,,,,,,,both,Bru,98.66666667,ON816670,100,1.013513514
SYN_452_5803_5952_374_+_13803_1_._HXB2$Huma_0449 ,,,,,,,both,HXB2,100,OQ092463,95.33333333,0.953333333
SYN_156_6088_6237_311_+_14088_1_.__0154 ,,,,,,,both,HXB2,92,MK114636,100,1.086956522
SYN_16_9559_9708_418_-_17559_1_._HXB2$Hum_0017 ,,,,,,,both,HXB2,100,OQ948538,94.66666667,0.946666667
SYN_231_8075_8224_333_+_16075_1_.__0727 ,,,,,,,both,Bru,86.66666667,MK114636,99.33333333,1.146153846
SYN_334_8062_8211_306_+_16062_1_._HXB2$Huma_0332 ,,,,,,,both,HXB2,100,MG171202,97.33333333,0.973333333
SYN_47_6830_6979_329_+_14830_1_._0545 ,,,,,,,both,HXB2,89.58333333,OM203601,100,1.11627907
SYN_410_3760_3909_421_-_11760_1_._HXB2$Huma_0407 ,,,,,,,both,HXB2,100,OR496826,99.33333333,0.993333333
SYN_358_3067_3216_287_-_11067_1_.__0854 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_320_1707_1856_390_+_9707_1_._0318 ,,,,,,,both,Bru,100,MK114636,100,1
SYN_15_6433_6582_363_-_14433_1_._HXB2$Hum_0016 ,,,,,,,both,HXB2,99.33333333,OQ092467,83.33333333,0.838926174
SYN_63_8561_8710_436_+_16561_1_._HXB2$Hum_0063 ,,,,,,,both,HXB2,100,MH897920,96.66666667,0.966666667
SYN_451_8255_8404_334_+_16255_1_._HXB2$Huma_0448 ,,,,,,,both,HXB2,100,MK115694,94.66666667,0.946666667
SYN_189_7410_7559_393_+_15410_1_._HXB2$Huma_0188 ,,,,,,,both,Bru,100,KX505739,99.33333333,0.993333333
SYN_154_71_220_392_-_8071_1__0650 ,,,,,,,both,HXB2,94.66666667,MK114636,99.33333333,1.049295775
SYN_73_952_1101_312_-_8952__0073 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_469_4122_4271_286_+_12122_1_._HXB2$Huma_0966 ,,,,,,,both,Bru,100,OM203788,98.66666667,0.986666667
SYN_359_899_1048_377_-_8899_1_._Vector_pLVX.T_0358 ,,,,,,,both,HXB2,100,MK499378,100,1
SYN_310_8358_8507_356_+_16358_1_._HXB2$Huma_0308 ,,,,,,,both,Bru,100,OR496826,98.66666667,0.986666667
SYN_241_3045_3194_382_+_11045_1_.__0239 ,,,,,,,both,Bru,94,MK114636,99.33333333,1.056737589
SYN_44_3791_3940_370_-_11791_1_._HXB2$Hum_0541 ,,,,,,,both,HXB2,100,MW753604,98.66666667,0.986666667
SYN_325_8296_8445_359_+_16296_1_._HXB2$Huma_0822 ,,,,,,,both,Bru,100,MG171202,96,0.96
SYN_353_4816_4965_390_+_12816_1_._HXB2$Huma_0350 ,,,,,,,both,Bru,100,MW754632,97.33333333,0.973333333
SYN_412_6003_6152_434_+_14003_1_.__0910 ,,,,,,,circulating_only,,,OM203601,100,#DIV/0!
SYN_424_3544_3693_368_-_11544_1_.__0920 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_454_8208_8357_370_+_16208_1_.__0950 ,,,,,,,both,Bru,90.66666667,MK114636,99.33333333,1.095588235
SYN_24_704_853_410_+_8704_1_0520 ,,,,,,,both,NL4-3,98,MK114636,100,1.020408163
SYN_438_5439_5588_394_+_13439_1_._HXB2$Huma_0435 ,,,,,,,both,HXB2,100,KY778289,95.97315436,0.959731544
SYN_402_5441_5590_370_+_13441_1_.__0398 ,,,,,,,both,Bru,93.2885906,MK114636,100,1.071942446
SYN_437_1795_1944_439_+_9795_1_._HXB2$Huma_0434 ,,,,,,,both,HXB2,100,OR736930,97.33333333,0.973333333
SYN_303_39_188_279_-_8039__0302 ,,,,,,,both,Bru,86.66666667,ON816670,100,1.153846154
SYN_155_573_722_371_+_8573_1_0155 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_50_6801_6950_377_+_14801_1_._0546 ,,,,,,,both,Bru,88.66666667,MK114636,100,1.127819549
SYN_430_2222_2371_416_-_10222_1_._0928 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_38_1828_1977_361_+_9828_1_._0534 ,,,,,,,both,Bru,97.33333333,ON816670,99.33333333,1.020547945
SYN_313_3972_4121_326_+_11972_1_.__0809 ,,,,,,,both,HXB2,96,MK114636,100,1.041666667
SYN_180_2967_3116_405_+_10967_1_._HXB2$Huma_0677 ,,,,,,,both,Bru,100,MZ662740,100,1
SYN_76_2042_2191_374_-_10042_1_._Vector_pLVX.TR_0575 ,,,,,,,both,NL4-3,92.66666667,MW881708,92.66666667,1
SYN_194_6913_7062_348_+_14913_1_._HXB2$Huma_0691 ,,,,,,,both,HXB2,100,OR496826,96.66666667,0.966666667
SYN_284_6587_6736_335_-_14587_1_._HXB2$Huma_0282 ,,,,,,,both,Bru,100,MW753604,98.66666667,0.986666667
SYN_403_1041_1190_432_+_9041_1_._0901 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_422_226_375_410_-_8226_1_._HXB2$H_0419 ,,,,,,,both,HXB2,100,OP701069,95.68965517,0.956896552
SYN_274_7_156_300_+_8007_1_0770 ,,,,,,,both,Bru,97.95918367,MK114636,100,1.020833333
SYN_134_5335_5484_376_-_13335_1_.__0134 ,,,,,,,both,YU-2,94.66666667,ON816670,100,1.056338028
SYN_197_5964_6113_432_+_13964_1_.__0197 ,,,,,,,both,HXB2,91.33333333,ON816670,100,1.094890511
SYN_420_841_990_316_+_8841_1_._Vector_pLVX.TRE_0419 ,,,,,,,both,Bru,92,OM207542,91.33333333,0.992753623
SYN_170_4445_4594_469_-_12445_1_.__0169 ,,,,,,,both,Bru,99.33333333,OM203601,100,1.006711409
SYN_110_267_416_350_-_8267_1_._Vector_pLVX._0111 ,,,,,,,both,Bru,99.33333333,OQ092463,96,0.966442953
SYN_220_6110_6259_408_+_14110_1_.__0218 ,,,,,,,both,HXB2,90.51094891,MK114636,100,1.10483871
SYN_54_4086_4235_358_+_12086_1_._0552 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_64_1381_1530_422_+_9381_1_._HXB2$Hu_0561 ,,,,,,,both,Bru,100,MT744335,100,1
SYN_475_6954_7103_342_+_14954_1_.__0971 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_97_2505_2654_302_-_10505_1_._HXB2$Hum_0096 ,,,,,,,both,Bru,100,OR496826,99.33333333,0.993333333
SYN_324_6066_6215_350_-_14066_1_.__0822 ,,,,,,,both,Bru,76.19047619,OM203601,100,1.3125
SYN_67_1600_1749_425_-_9600_1__0067 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_472_4578_4727_304_+_12578_1_._HXB2$Huma_0469 ,,,,,,,both,Bru,100,MN691961,100,1
SYN_421_5213_5362_435_+_13213_1_._Vector_pLVX.TRE3_0920 ,,,,,,,both,Bru,98.66666667,OM205931,96,0.972972973
SYN_229_8569_8718_387_+_16569_1_.__0727 ,,,,,,,both,Bru,88,OM203601,100,1.136363636
SYN_409_2845_2994_344_-_10845_1_.__0905 ,,,,,,,both,HXB2,96,ON816670,100,1.041666667
SYN_87_2572_2721_408_-_10572_1_._0087 ,,,,,,,both,Bru,98,OM203601,100,1.020408163
SYN_178_8344_8493_345_-_16344_1_.__0674 ,,,,,,,both,HXB2,93.33333333,ON816670,100,1.071428571
SYN_256_3496_3645_400_+_11496_1_.__0254 ,,,,,,,both,YU-2,95.33333333,MK114636,100,1.048951049
SYN_45_8817_8966_346_-_16817_1_._0045 ,,,,,,,both,YU-2,78.47222222,OM203601,100,1.274336283
SYN_109_3550_3699_473_-_11550_1_._HXB2$Huma_0606 ,,,,,,,both,HXB2,100,OR496826,100,1
SYN_130_4700_4849_353_+_12700_1_.__0628 ,,,,,,,both,YU-2,95.33333333,OM203601,100,1.048951049
SYN_319_8767_8916_401_-_16767_1_.__0317 ,,,,,,,both,Bru,90.66666667,OM203601,99.33333333,1.095588235
SYN_416_8580_8729_386_+_16580_1_._HXB2$Huma_0913 ,,,,,,,both,Bru,100,OP700950,97.33333333,0.973333333
SYN_54_1028_1177_358_+_9028_1__0054 ,,,,,,,both,YU-2,89.79591837,MK114636,100,1.113636364
SYN_234_7885_8034_435_+_15885_1_.__0232 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_9_1972_2121_412_-_9972_1_._HXB2$H_0010 ,,,,,,,both,HXB2,100,MZ922517,98,0.98
SYN_56_7504_7653_345_+_15504_1_._0056 ,,,,,,,both,NY5,88.66666667,OM203601,100,1.127819549
SYN_175_6706_6855_405_-_14706_1_._HXB2$Huma_0672 ,,,,,,,both,HXB2,100,OR496826,93.33333333,0.933333333
SYN_140_7876_8025_313_-_15876_1_.__0636 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_317_7461_7610_362_+_15461_1_._HXB2$Huma_0315 ,,,,,,,both,HXB2,100,KX505739,98.66666667,0.986666667
SYN_357_708_857_312_-_8708_1_._Vector_pLVX.T_0356 ,,,,,,,both,Bru,99.33333333,OR496826,98,0.986577181
SYN_133_1849_1998_402_+_9849_1_._HXB2$Huma_0132 ,,,,,,,both,HXB2,100,OM205931,96,0.96
SYN_438_8179_8328_394_+_16179_1_.__0934 ,,,,,,,both,Bru,73.01587302,ON816670,100,1.369565217
SYN_483_4737_4886_372_-_12737_1_.__0479 ,,,,,,,both,HXB2,95.33333333,MK114636,100,1.048951049
SYN_268_1752_1901_349_-_9752_1_._0266 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_279_7847_7996_404_+_15847_1_._HXB2$Huma_0277 ,,,,,,,both,HXB2,100,ON816029,95.33333333,0.953333333
SYN_167_8655_8804_398_+_16655_1_.__0663 ,,,,,,,both,NY5,90,MK114636,100,1.111111111
SYN_68_5064_5213_439_+_13064_1_._0068 ,,,,,,,both,YU-2,87.33333333,OM203601,100,1.145038168
SYN_145_1007_1156_411_-_9007_1_._Vector_pLVX.T_0146 ,,,,,,,both,Bru,98.64864865,OQ092466,97.2972973,0.98630137
SYN_348_1335_1484_426_+_9335_1_._0846 ,,,,,,,both,NL4-3,98,OM203601,100,1.020408163
SYN_64_5663_5812_422_+_13663_1_._0064 ,,,,,,,both,YU-2,72.66666667,MK114636,100,1.376146789
SYN_201_1573_1722_368_-_9573_1_._0200 ,,,,,,,both,NL4-3,97.33333333,OM203601,100,1.02739726
SYN_268_447_596_349_-_8447_1_._HXB2$H_0765 ,,,,,,,both,HXB2,100,OQ092463,100,1
SYN_465_1179_1328_274_+_9179_1_._0963 ,,,,,,,both,YU-2,82,OM203601,100,1.219512195
SYN_452_8088_8237_374_-_16088_1_.__0950 ,,,,,,,both,NL4-3,93.61702128,OM203601,100,1.068181818
SYN_448_703_852_362_+_8703_1_._Vector_pLVX.TR_0947 ,,,,,,,both,HXB2,98.64864865,OQ092466,95.94594595,0.97260274
SYN_15_3897_4046_363_-_11897_1_._0016 ,,,,,,,both,Bru,94.66666667,OM203601,99.33333333,1.049295775
SYN_77_7524_7673_345_-_15524_1_._0077 ,,,,,,,both,NY5,90.66666667,MK114636,100,1.102941176
SYN_91_2070_2219_393_+_10070_1_._0587 ,,,,,,,both,Bru,98,ON816670,100,1.020408163
SYN_453_8512_8661_278_+_16512_1_.__0949 ,,,,,,,both,NY5,94.44444444,MK114636,100,1.058823529
SYN_257_7154_7303_408_+_15154_1_.__0256 ,,,,,,,both,NY5,86.66666667,ON816670,100,1.153846154
SYN_226_6771_6920_372_+_14771_1_._HXB2$Huma_0225 ,,,,,,,both,HXB2,100,MH897920,94,0.94
SYN_45_7538_7687_346_+_15538_1_._HXB2$Hum_0045 ,,,,,,,both,HXB2,100,MW062600,98,0.98
SYN_47_6830_6979_329_+_14830_1_._0047 ,,,,,,,both,YU-2,96,OM203601,100,1.041666667
SYN_323_3949_4098_392_-_11949_1_.__0819 ,,,,,,,both,HXB2,95.3125,MK114636,100,1.049180328
SYN_499_4734_4883_367_-_12734_1_._HXB2$Huma_0996 ,,,,,,,both,Bru,100,MN691961,100,1
SYN_10_7460_7609_413_-_15460_1_._0011 ,,,,,,,both,YU-2,94.66666667,OM203601,100,1.056338028
SYN_334_7996_8145_306_-_15996_1_.__0832 ,,,,,,,both,Bru,83.78378378,OM203601,100,1.193548387
SYN_406_7613_7762_346_+_15613_1_.__0904 ,,,,,,,both,Bru,94.66666667,OM203601,100,1.056338028
SYN_173_8210_8359_300_+_16210_1_.__0171 ,,,,,,,both,HXB2,94.66666667,MK114636,100,1.056338028
SYN_341_1665_1814_467_-_9665_1_._HXB2$Hum_0838 ,,,,,,,both,HXB2,100,MZ922531,98.66666667,0.986666667
SYN_275_6091_6240_365_+_14091_1_.__0771 ,,,,,,,both,YU-2,75.2,ON816670,100,1.329787234
SYN_393_1254_1403_467_+_9254_1_._0391 ,,,,,,,both,Bru,90.66666667,OM203601,100,1.102941176
SYN_404_816_965_321_+_8816_1_._HXB2$Hu_0901 ,,,,,,,both,Bru,100,MT744335,98.66666667,0.986666667
SYN_429_7047_7196_381_-_15047_1_._HXB2$Huma_0926 ,,,,,,,both,HXB2,100,MH897920,83.33333333,0.833333333
SYN_7_1038_1187_442_-_9038_1_._Vector_pLVX_0506 ,,,,,,,both,Bru,72.85714286,MW309891,77.18120805,1.059349914
SYN_345_5644_5793_341_+_13644_1_._Vector_pLVX.TRE3_0844 ,,,,,,,both,HXB2,99.33333333,MT744335,98.66666667,0.993288591
SYN_235_5735_5884_310_+_13735_1_.__0234 ,,,,,,,both,YU-2,68.70748299,OM203601,99.33333333,1.445742574
SYN_420_659_808_316_-_8659_1_._HXB2$H_0417 ,,,,,,,both,Bru,100,OQ092467,100,1
SYN_489_1777_1926_359_-_9777_1_._0985 ,,,,,,,both,Bru,96.66666667,MK114636,99.33333333,1.027586207
SYN_58_8481_8630_377_+_16481_1_._0556 ,,,,,,,both,Bru,94,OM203601,100,1.063829787
SYN_402_8617_8766_370_-_16617_1_.__0898 ,,,,,,,both,YU-2,93.33333333,ON816670,100,1.071428571
SYN_78_5368_5517_374_-_13368_1_._0078 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_205_3396_3545_347_+_11396_1_.__0204 ,,,,,,,both,Bru,93.33333333,OM203601,100,1.071428571
SYN_240_4312_4461_427_+_12312_1_.__0240 ,,,,,,,both,NL4-3,91.33333333,ON816670,99.33333333,1.087591241
SYN_345_4139_4288_341_+_12139_1_.__0841 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_98_4190_4339_383_-_12190_1_._HXB2$Hum_0595 ,,,,,,,both,Bru,100,MZ922517,98.66666667,0.986666667
SYN_192_2500_2649_394_-_10500_1_.__0688 ,,,,,,,both,HXB2,98,ON816670,100,1.020408163
SYN_448_7468_7617_362_+_15468_1_.__0944 ,,,,,,,both,NY5,88.66666667,MK114636,100,1.127819549
SYN_270_7913_8062_424_+_15913_1_.__0768 ,,,,,,,both,Bru,87.24832215,OM203601,100,1.146153846
SYN_205_2377_2526_347_-_10377_1_.__0701 ,,,,,,,both,YU-2,95.33333333,ON816670,100,1.048951049
SYN_239_1346_1495_417_-_9346_1_._0237 ,,,,,,,both,NY5,96,MK114636,100,1.041666667
SYN_73_1007_1156_312_+_9007_1_._Vector_pLVX.TR_0074 ,,,,,,,both,Bru,100,OM207345,99.33333333,0.993333333
SYN_363_1883_2032_363_-_9883_1_._Vector_pLVX.TRE_0362 ,,,,,,,both,HXB2,100,MZ922517,96.66666667,0.966666667
SYN_181_8054_8203_404_+_16054_1_.__0679 ,,,,,,,both,NL4-3,100,OM203601,100,1
SYN_28_2874_3023_317_-_10874_1_._0028 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_98_6334_6483_383_-_14334_1_._0098 ,,,,,,,both,Bru,86.39455782,OM203601,100,1.157480315
SYN_391_6563_6712_384_-_14563_1_.__0389 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_447_1354_1503_388_+_9354_1_._0943 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_39_7839_7988_362_+_15839_1_._0039 ,,,,,,,both,NL4-3,100,OM203601,100,1
SYN_135_3949_4098_324_-_11949_1_.__0135 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_152_3214_3363_353_-_11214_1_.__0648 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_454_8315_8464_370_-_16315_1_._HXB2$Huma_0951 ,,,,,,,both,Bru,100,MK115482,95.33333333,0.953333333
SYN_261_419_568_396_-_8419_1_._HXB2$H_0259 ,,,,,,,both,HXB2,99.33333333,MW753604,92.66666667,0.932885906
SYN_8_1802_1951_391_-_9802_1_._HXB2$H_0505 ,,,,,,,both,HXB2,100,OM203923,96,0.96
SYN_309_1242_1391_315_+_9242_1_._0805 ,,,,,,,both,YU-2,89.79591837,MK114636,100,1.113636364
SYN_151_1964_2113_363_+_9964_1_._HXB2$Huma_0150 ,,,,,,,both,HXB2,100,MT744335,96,0.96
SYN_98_108_257_383_-_8108__0594 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_456_7781_7930_379_-_15781_1_.__0452 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_410_2391_2540_421_-_10391_1_.__0908 ,,,,,,,both,Bru,94,OM203601,100,1.063829787
SYN_80_142_291_368_+_8142_1_._Vector_pLVX._0081 ,,,,,,,both,HXB2,100,OM208834,98.66666667,0.986666667
SYN_233_701_850_351_+_8701_1__0729 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_417_1451_1600_380_+_9451_1_._0915 ,,,,,,,both,NL4-3,94,OM203601,100,1.063829787
SYN_286_5737_5886_385_-_13737_1_.__0782 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_389_4888_5037_422_-_12888_1_.__0387 ,,,,,,,both,YU-2,96,OM203601,100,1.041666667
SYN_338_5760_5909_417_+_13760_1_.__0336 ,,,,,,,both,YU-2,55,ON816670,100,1.818181818
SYN_400_4626_4775_377_+_12626_1_._HXB2$Huma_0897 ,,,,,,,both,HXB2,100,MK169545,98.66666667,0.986666667
SYN_190_5809_5958_410_+_13809_1_.__0686 ,,,,,,,both,YU-2,65.85365854,ON816670,100,1.518518519
SYN_448_8658_8807_362_+_16658_1_.__0446 ,,,,,,,both,HXB2,97.33333333,OM203601,100,1.02739726
SYN_285_1030_1179_371_+_9030_1_._HXB2$Hum_0283 ,,,,,,,both,Bru,99.33333333,MK499378,99.33333333,1
SYN_224_4193_4342_422_+_12193_1_._HXB2$Huma_0721 ,,,,,,,both,Bru,100,MZ922517,98.66666667,0.986666667
SYN_250_5205_5354_430_+_13205_1_._HXB2$Huma_0747 ,,,,,,,both,HXB2,100,MZ662667,98,0.98
SYN_352_3427_3576_273_+_11427_1_.__0349 ,,,,,,,both,NY5,92.66666667,MK114636,100,1.079136691
SYN_60_706_855_378_+_8706_1_._HXB2$H_0557 ,,,,,,,both,HXB2,100,MK499378,98,0.98
SYN_80_4378_4527_368_-_12378_1_._0576 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_336_7715_7864_288_+_15715_1_.__0334 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_134_8718_8867_376_-_16718_1_._HXB2$Huma_0631 ,,,,,,,both,HXB2,100,OR496826,94,0.94
SYN_32_7792_7941_329_+_15792_1_._0530 ,,,,,,,both,NY5,90.66666667,OM203601,100,1.102941176
SYN_155_573_722_371_+_8573_1_0651 ,,,,,,,both,NL4-3,96.66666667,ON816670,100,1.034482759
SYN_205_6844_6993_347_+_14844_1_._HXB2$Huma_0204 ,,,,,,,both,HXB2,100,MH897920,85.41666667,0.854166667
SYN_285_7785_7934_371_-_15785_1_.__0781 ,,,,,,,both,YU-2,93.33333333,ON816670,100,1.071428571
SYN_197_1159_1308_432_-_9159_1_._HXB2$Hu_0694 ,,,,,,,both,HXB2,100,MZ662740,98,0.98
SYN_84_5658_5807_397_-_13658_1_._HXB2$Hum_0581 ,,,,,,,both,HXB2,100,OR466101,95.97315436,0.959731544
SYN_408_1744_1893_316_-_9744_1_._0405 ,,,,,,,both,YU-2,96,ON816670,100,1.041666667
SYN_357_5632_5781_312_+_13632_1_.__0355 ,,,,,,,both,YU-2,74.41860465,ON816670,100,1.34375
SYN_456_7649_7798_379_+_15649_1_._HXB2$Huma_0453 ,,,,,,,both,Bru,100,OR496826,99.33333333,0.993333333
SYN_247_8497_8646_399_-_16497_1_.__0247 ,,,,,,,both,NL4-3,92.66666667,ON816670,100,1.079136691
SYN_248_9212_9361_372_-_17212_1_._HXB2$Huma_0246 ,,,,,,,both,HXB2,100,MK115343,96.66666667,0.966666667
SYN_240_4312_4461_427_+_12312_1_.__0736 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_455_8645_8794_332_-_16645_1_.__0953 ,,,,,,,both,HXB2,57.26495726,OM203601,100,1.746268657
SYN_402_4296_4445_370_-_12296_1_._HXB2$Huma_0399 ,,,,,,,both,HXB2,100,MG171202,98.66666667,0.986666667
SYN_176_6887_7036_378_+_14887_1_.__0672 ,,,,,,,both,Bru,88,MK114636,100,1.136363636
SYN_179_4847_4996_398_-_12847_1_._HXB2$Huma_0178 ,,,,,,,both,HXB2,100,OM208257,98,0.98
SYN_61_3992_4141_405_-_11992_1_._0559 ,,,,,,,both,HXB2,98,OM203601,100,1.020408163
SYN_458_7874_8023_426_-_15874_1_.__0956 ,,,,,,,both,Bru,91.33333333,OM203601,100,1.094890511
SYN_161_5896_6045_295_+_13896_1_._HXB2$Huma_0658 ,,,,,,,both,HXB2,100,ON816965,96,0.96
SYN_71_3473_3622_294_-_11473_1_._0071 ,,,,,,,both,NL4-3,95.33333333,OM203601,100,1.048951049
SYN_100_1595_1744_366_+_9595_1_._HXB2$Hum_0099 ,,,,,,,both,HXB2,100,ON816965,96.66666667,0.966666667
SYN_289_1610_1759_382_-_9610_1_._0785 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_477_4891_5040_384_+_12891_1_.__0475 ,,,,,,,both,YU-2,91.33333333,OM203601,100,1.094890511
SYN_146_784_933_316_+_8784_1_._Vector_pLVX.TR_0147 ,,,,,,,both,Bru,100,OM205931,96.66666667,0.966666667
SYN_42_1967_2116_405_-_9967_1__0540 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_289_5933_6082_382_-_13933_1_.__0787 ,,,,,,,both,NL4-3,71.62162162,OM203601,100,1.396226415
SYN_315_368_517_448_+_8368_1_._Vector_pLVX.T_0814 ,,,,,,,both,HXB2,100,OM208834,98.66666667,0.986666667
SYN_323_3191_3340_392_-_11191_1_.__0819 ,,,,,,,both,YU-2,95.33333333,ON816670,99.33333333,1.041958042
SYN_491_3412_3561_339_+_11412_1_._HXB2$Huma_0988 ,,,,,,,both,Bru,100,KU678025,98.66666667,0.986666667
SYN_20_7835_7984_360_+_15835_1_._0021 ,,,,,,,both,Bru,78.98550725,ON816670,99.33333333,1.257614679
SYN_378_1997_2146_370_-_9997_1_._Vector_pLVX.TRE_0877 ,,,,,,,both,Bru,84.66666667,OP701010,87.24832215,1.030491994
SYN_251_3974_4123_398_+_11974_1_._HXB2$Huma_0249 ,,,,,,,both,Bru,100,KX505396,98.66666667,0.986666667
SYN_307_620_769_403_-_8620_1_0305 ,,,,,,,both,NY5,95.33333333,MK114636,100,1.048951049
SYN_258_3456_3605_345_-_11456_1_.__0754 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_475_157_306_342_+_8157_1_0971 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_161_5444_5593_295_-_13444_1_.__0657 ,,,,,,,both,YU-2,94.69026549,ON816670,100,1.056074766
SYN_387_2543_2692_427_-_10543_1_.__0385 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_378_1997_2146_370_-_9997_1_._Vector_pLVX.TRE_0377 ,,,,,,,both,HXB2,100,KX505739,96,0.96
SYN_346_4193_4342_322_-_12193_1_.__0344 ,,,,,,,both,Bru,98,ON816670,100,1.020408163
SYN_389_7969_8118_422_-_15969_1_._HXB2$Huma_0386 ,,,,,,,both,HXB2,100,KX505739,98.66666667,0.986666667
SYN_102_3878_4027_412_-_11878_1_.__0101 ,,,,,,,both,NL4-3,94,MK114636,100,1.063829787
SYN_25_848_997_382_-_8848__0025 ,,,,,,,both,NL4-3,96.66666667,ON816670,100,1.034482759
SYN_236_2443_2592_400_+_10443_1_.__0734 ,,,,,,,both,Bru,94.66666667,OM203601,100,1.056338028
SYN_242_416_565_479_+_8416_1_0241 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_364_4683_4832_401_+_12683_1_.__0860 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_95_3418_3567_408_+_11418_1_._0593 ,,,,,,,both,NY5,95.33333333,OM203601,100,1.048951049
SYN_494_7600_7749_347_+_15600_1_.__0990 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_337_7647_7796_428_+_15647_1_.__0835 ,,,,,,,both,NY5,93.33333333,OM203601,100,1.071428571
SYN_224_4321_4470_422_-_12321_1_.__0222 ,,,,,,,both,HXB2,98,MK114636,100,1.020408163
SYN_148_2280_2429_356_-_10280_1_.__0644 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_457_6283_6432_355_+_14283_1_.__0955 ,,,,,,,both,NY5,92.66666667,OM203601,100,1.079136691
SYN_322_4060_4209_336_-_12060_1_.__0321 ,,,,,,,both,YU-2,94.66666667,ON816670,100,1.056338028
SYN_294_5644_5793_347_+_13644_1_._HXB2$Huma_0791 ,,,,,,,both,HXB2,100,OR496826,95.97315436,0.959731544
SYN_91_1556_1705_393_-_9556_1_._Vector_pLVX.TR_0092 ,,,,,,,both,HXB2,99.33333333,MK383471,99.33333333,1
SYN_28_6271_6420_317_-_14271_1_._0524 ,,,,,,,both,HXB2,90.66666667,MK114636,100,1.102941176
SYN_37_1563_1712_396_+_9563_1__0037 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_232_3018_3167_387_+_11018_1_.__0231 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_128_4684_4833_307_-_12684_1_.__0624 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_340_7777_7926_358_+_15777_1_.__0838 ,,,,,,,both,NY5,88.66666667,OM203601,100,1.127819549
SYN_425_3953_4102_435_+_11953_1_.__0421 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_114_5814_5963_438_+_13814_1_.__0610 ,,,,,,,both,Bru,89.33333333,MK114636,99.33333333,1.111940299
SYN_90_400_549_388_-_8400__0090 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_339_6418_6567_351_-_14418_1_._HXB2$Huma_0336 ,,,,,,,both,HXB2,100,OQ092467,84,0.84
